Scary,Costume,film.Title,Title,Release.Year,Type,Genre,Plot,Poster,Metascore,imdbRating,imdbVotes,tomatoMeter,tomatoImage,tomatoConsensus,tomatoURL,BoxOffice,Awards,Fun.Facts,Director,Actor.1,Actor.2,Actor.3,Country,Website,Locations,formatted_address,lat,lng,location_type,Romance,Musical,Drama,Action,Comedy,SciFi,Horror,Adventure,Fantasy,Family,Crime,Western,FilmNoir,Thriller,Mystery,War,Biography,Documentary,Short,badgeo,poster_staging,poster_main
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,Palace of Fine Arts,"3301 Lyon St, San Francisco, CA 94123, USA",37.8020645,-122.4487662,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,1101 Filbert St. ,"1101 Filbert St, San Francisco, CA 94109, USA",37.8002042,-122.4178309,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,Saints Peter & Paul Church,"666 Filbert St, San Francisco, CA 94133, USA",37.801591,-122.4101982,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,Green St. & Grant Ave.,"Green St & Grant Ave, San Francisco, CA 94133, USA",37.7997122,-122.4074155,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,Filbert St. & Leavenworth,"Filbert St & Leavenworth St, San Francisco, CA 94109, USA",37.8003487,-122.4176339,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,Pine St. & Grant,"Pine St & Grant Ave, San Francisco, CA 94108, USA",37.7915062,-122.4057618,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,Way Faire Inn on Leidesdorff,"558 Sacramento St, San Francisco, CA 94111, USA",37.793997,-122.4023388,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Eyes,Big Eyes,2014,movie,"Biography, Crime, Drama","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_SX300.jpg,62,7,"61,365",72,fresh,"Well-acted, thought-provoking, and a refreshing change of pace for Tim Burton, Big Eyes works both as a biopic and as a timelessly relevant piece of social commentary.",http://www.rottentomatoes.com/m/big_eyes/,"$8,021,168.00 ",Won 1 Golden Globe. Another 2 wins & 17 nominations.,,Tim Burton,Amy Adams,Krysten Ritter,Christoph Waltz,"USA, Canada",http://bigeyesfilm.com/,Harry's Bar on Fillmore,"2020 Fillmore St, San Francisco, CA 94115, USA",37.7883499,-122.4334685,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Eyes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Eyes.jpg
FALSE,FALSE,Big Sur,Big Sur,2013,movie,"Drama, Romance","A recounting of Jack Kerouac's (here known by the name of his fictional alter-ego Jack Duluoz) three sojourns to the cabin in Big Sur, owned by poet Lawrence Ferlinghetti.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MDU0MDY2MF5BMl5BanBnXkFtZTgwNDY3NjUzMDE@._V1_SX300.jpg,49,5.9,"1,482",41,rotten,N/A,http://www.rottentomatoes.com/m/big_sur_2013/,"$35,927.00 ",1 nomination.,,Michael Polish,Josh Lucas,Kate Bosworth,Stana Katic,USA,http://www.facebook.com/BigSurMovie,"Tosca CafÃƒÂ© (242 Columbus Avenue, North Beach)","242 Columbus Ave, San Francisco, CA 94133, USA",37.7976266,-122.4058736,APPROXIMATE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Sur.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Sur.jpg
FALSE,FALSE,Big Trouble in Little China,Big Trouble in Little China,1986,movie,"Action, Adventure, Comedy",An All-American trucker gets dragged into a centuries-old mystical battle in Chinatown.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjU3M2Q4ZTgtYTlhZS00MTk2LWJjMGQtM2UxZjViYmUzY2NlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.3,"96,161",82,fresh,"Brimming with energy and packed with humor, Big Trouble in Little China distills kung fu B-movies as affectionately as it subverts them.",http://www.rottentomatoes.com/m/big_trouble_in_little_china/,N/A,1 nomination.,,John Carpenter,Kurt Russell,Kim Catrall,James Hong,USA,N/A,,"San Francisco, CA, USA",37.7749295,-122.4194155,APPROXIMATE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Big Trouble in Little China.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Big Trouble in Little China.jpg
FALSE,FALSE,Birdman of Alcatraz,Birdman of Alcatraz,1962,movie,"Biography, Drama",A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDc3MjIyMV5BMl5BanBnXkFtZTcwMTEyNDcyNA@@._V1_SX300.jpg,N/A,7.8,"12,458",82,fresh,N/A,http://www.rottentomatoes.com/m/birdman_of_alcatraz/,N/A,Nominated for 4 Oscars. Another 4 wins & 8 nominations.,Alcatraz Island was a military fort before it became a prison.,"John Frankenheimer, Charles Crichton",Burt Lancaster,Karl Maden,Thelma Ritter,USA,N/A,Alcatraz Island,"San Francisco, CA 94133, USA",37.8269775,-122.4229555,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birdman of Alcatraz.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birdman of Alcatraz.jpg
FALSE,FALSE,Birdman of Alcatraz,Birdman of Alcatraz,1962,movie,"Biography, Drama",A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDc3MjIyMV5BMl5BanBnXkFtZTcwMTEyNDcyNA@@._V1_SX300.jpg,N/A,7.8,"12,458",82,fresh,N/A,http://www.rottentomatoes.com/m/birdman_of_alcatraz/,N/A,Nominated for 4 Oscars. Another 4 wins & 8 nominations.,,"John Frankenheimer, Charles Crichton",Burt Lancaster,Karl Maden,Thelma Ritter,USA,N/A,Pier 43 1/2,"43 1/2 Fishermans Wharf, San Francisco, CA 94133, USA",37.8090906,-122.4150428,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birdman of Alcatraz.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birdman of Alcatraz.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,The character of Steve McKee was based on actor Steve McQueen who studied with Bruce Lee in the later 60's.,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Lands End Trail at Eagles Point/ Lincoln Park Golf Course,"300 34th Ave, San Francisco, CA 94121, USA",37.7821358,-122.4944176,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,The SS Jeremiah O'Brien is a rare survivor of the invasion at Normandy on D-Day in WWII.,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Pier 45 - Jeremiah O'Brien Liberty Ship,"Pier 45, San Francisco, CA 94133, USA",37.8093233,-122.417095,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Leavenworth at Green,"Green St & Leavenworth St, San Francisco, CA 94109, USA",37.7985017,-122.4172437,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Leavenworth at Union,"Union St & Leavenworth St, San Francisco, CA 94109, USA",37.7994171,-122.4174331,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Hyde at Union,"Hyde St & Union St, San Francisco, CA 94109, USA",37.7992073,-122.4190807,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,California at Grant,"California St & Grant Ave, San Francisco, CA 94108, USA",37.7924638,-122.405954,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Grant between Bush and Broadway,"352 Grant Ave, San Francisco, CA 94108, USA",37.790459,-122.405352,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,California at Mason,"California St & Mason St, San Francisco, CA 94108, USA",37.7918421,-122.4108428,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Spofford between Clay and Washington,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Twin Peaks Blvd.,"Twin Peaks Blvd, San Francisco, CA, USA",37.7533934,-122.4481732,GEOMETRIC_CENTER,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Birth of the Dragon,Birth of the Dragon,2016,movie,"Biography, Drama","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMTMxMzQyOF5BMl5BanBnXkFtZTgwMDcwNDk5OTE@._V1_SX300.jpg,N/A,3.5,421,N/A,N/A,N/A,http://www.rottentomatoes.com/m/birth_of_the_dragon/,N/A,N/A,,George Nolfi,Philip Ng,Billy Magnussen,Yu Xia,"USA, China, Canada",N/A,Waverly Pl between Washington and Sacramento,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Birth of the Dragon.jpg
FALSE,FALSE,Blue Jasmine,Blue Jasmine,2013,movie,Drama,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,78,7.3,"156,398",91,certified,Woody Allen's Blue Jasmine finds the director in peak late-period form -- and benefiting from a superb cast led by Cate Blanchett.,http://www.rottentomatoes.com/m/blue_jasmine/,N/A,Won 1 Oscar. Another 53 wins & 75 nominations.,,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,USA,http://www.sonyclassics.com/bluejasmine/,Jones & Pacific,"Pacific Ave & Jones St, San Francisco, CA 94109, USA",37.7958902,-122.4150305,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Blue Jasmine.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Blue Jasmine.jpg
